,area,location,point,lat,long,z
12024,"Commonwealth front of CHR EB more or less 1,000 pax, Philippines",,,,,
12025,"EDSA Ayala tunnel SB, Philippines","Antonio S Arnaiz Ave, Makati, Metro Manila, Philippines","(14.547475, 121.0260548, 0.0)",14.547475,121.0260548,0.0
12027,"EDSA Kamuning SB, Philippines","GMA Kamuning Station, 32 Samar Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6352168, 121.0433426, 0.0)",14.6352168,121.0433426,0.0
12028,"Katipunan B. Serrano before intersection SB, Philippines","Katipunan Ave, Quezon City, Metro Manila, Philippines","(14.6296419, 121.0741001, 0.0)",14.6296419,121.0741001,0.0
12029,"B. Serrano Int. SB, Philippines",,,,,
12030,"CP Garcia Katipunan SB, Philippines","Unit 2 TBI, U.P. Ayala Technology Park C.P. Garcia, corner Katipunan Ave, Diliman, Quezon City, 1101 Metro Manila, Philippines","(14.6477889, 121.0732612, 0.0)",14.6477889,121.0732612,0.0
12031,"CP Garcia Katipunan UTS, Philippines","Unit 2 TBI, U.P. Ayala Technology Park C.P. Garcia, corner Katipunan Ave, Diliman, Quezon City, 1101 Metro Manila, Philippines","(14.6477889, 121.0732612, 0.0)",14.6477889,121.0732612,0.0
12032,"Elliptical DAR, Philippines","356 Gregorio Araneta Ave, Quezon City, 1113 Metro Manila, Philippines","(14.614124, 121.017033, 0.0)",14.614124,121.017033,0.0
12035,"EDSA Santolan Crame SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
12037,"EDSA Aguinaldo Gate 4 NB, Philippines","Epifanio de los Santos Ave, Metro Manila, Philippines","(14.5766435, 121.0501616, 0.0)",14.5766435,121.0501616,0.0
12039,"EDSA Kamuning flyover SB, Philippines","Epifanio de los Santos Ave & Kamuning Flyover, Diliman, Quezon City, Metro Manila, Philippines","(14.6351737, 121.0435316, 0.0)",14.6351737,121.0435316,0.0
12040,"EDSA Kamuning flyover SB, Philippines","Epifanio de los Santos Ave & Kamuning Flyover, Diliman, Quezon City, Metro Manila, Philippines","(14.6351737, 121.0435316, 0.0)",14.6351737,121.0435316,0.0
12041,"EDSA Centris NB, Philippines","Two Cyberpod Centris, Eton Centris, Quezon Ave, Diliman, Quezon City, 1100 Metro Manila, Philippines","(14.6419405, 121.0395567, 0.0)",14.6419405,121.0395567,0.0
12042,"EDSA Ortigas flyover Meralco, Philippines","1199 EDSA, near Muñoz, Brgy, Balintawak, Quezon City, 1105 Metro Manila, Philippines","(14.6573235, 121.0178301, 0.0)",14.6573235,121.0178301,0.0
12043,"EDSA Timog Intersection SB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
12044,"Aurora Katipunan WB, Philippines","Katipunan, Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines","(14.6307723, 121.0727009, 0.0)",14.6307723,121.0727009,0.0
12045,"Sales Villamor gate1, Philippines","1301 Sales Rd, Pasay, Metro Manila, Philippines","(14.5163881, 121.0192472, 0.0)",14.5163881,121.0192472,0.0
12046,"Ortigas flyover SB, Philippines","Ortigas Center, Pasig, Metro Manila, Philippines","(14.583771, 121.0596753, 0.0)",14.583771,121.0596753,0.0
12047,"Aurora SM Centerpoint SB, Philippines","SM City Sta Mesa, Aurora Blvd, Quezon City, Metro Manila, Philippines","(14.6043613, 121.018829, 0.0)",14.6043613,121.018829,0.0
12048,"Roxas Katigbak NB, Philippines","Roxas City, Capiz, Philippines","(11.5528816, 122.740723, 0.0)",11.5528816,122.740723,0.0
12049,"C5 Ortigas flyover SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12050,"Mendiola more or less 1,200 pax, Philippines",,,,,
12052,"EDSA New York SB, Philippines",,,,,
12055,"EDSA Central NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
12056,"EDSA Central NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
12057,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12058,"C5 Ateneo Katipunan NB, Philippines","Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines","(14.6398614, 121.0784939, 0.0)",14.6398614,121.0784939,0.0
12059,"EDSA P. Tuazon SB, Philippines","EDSA, cor P. Tuazon Blvd, Cubao, Quezon City, Metro Manila, Philippines","(14.6165645, 121.0519775, 0.0)",14.6165645,121.0519775,0.0
12060,"Quezon avenue Sct. Magbanua EB, Philippines","18 Scout Magbanua Street, Barangay Paligsahan, Quezon City, 1103 Metro Manila, Philippines","(14.6345568, 121.0229797, 0.0)",14.6345568,121.0229797,0.0
12061,"Quezon avenue Elliptical Road WB, Philippines","Quezon Memorial Circle, Elliptical Rd, Diliman, Quezon City, Metro Manila, Philippines","(14.6516074, 121.0493183, 0.0)",14.6516074,121.0493183,0.0
12064,"Commonwealth Luzon EB, Philippines","Matandang Balara, Quezon City, 1121 Metro Manila, Philippines","(14.6664972, 121.0710401, 0.0)",14.6664972,121.0710401,0.0
12065,"MIA Coastal towards Macapagal, Philippines",,,,,
12066,"Commonwealth infront of St. Peter EB, Philippines",,,,,
12067,"EDSA Ortigas NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12068,"EDSA Ortigas EB approaching intersection, Philippines","1 Garden Way, Ortigas Center, Mandaluyong, 1550 Metro Manila, Philippines","(14.5813906, 121.0570799, 0.0)",14.5813906,121.0570799,0.0
12071,"EDSA North Ave. NB, Philippines","North Avenue, Bagong Pag-asa, Quezon City, Metro Manila, Philippines","(14.65217, 121.032333, 0.0)",14.65217,121.032333,0.0
12072,"Ortigas La Salle WB, Philippines","Central House, La Salle Green Hills, 343 Ortigas Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.595608, 121.055666, 0.0)",14.595608,121.055666,0.0
12073,"EDSA Ortigas NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12074,"Ortigas Medical City EB, Philippines","Ortigas Ave, Pasig, Metro Manila, Philippines","(14.5895499, 121.0692782, 0.0)",14.5895499,121.0692782,0.0
12075,"Quezon ave. EDSA Tunnel WB, Philippines","6th floor 1105, SM North EDSA Annex, SM City North SM City North EDSA Annex 1 Tunnel, Bago Bantay, Quezon City, Metro Manila, Philippines","(14.656728, 121.028512, 0.0)",14.656728,121.028512,0.0
12076,"EDSA Taft  SB, Philippines","Taft Avenue, Epifanio de los Santos Ave, Pasay, 1300 Metro Manila, Philippines","(14.537669, 121.0021747, 0.0)",14.537669,121.0021747,0.0
12077,"EDSA Pioneer NB, Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
12078,"EDSA Buendia SB, Philippines","G/F SM Cyber Two Bldg., EDSA Buendia, Makati, 1226 Metro Manila, Philippines","(14.5561598, 121.0342554, 0.0)",14.5561598,121.0342554,0.0
12079,"EDSA Buendia SB, Philippines","G/F SM Cyber Two Bldg., EDSA Buendia, Makati, 1226 Metro Manila, Philippines","(14.5561598, 121.0342554, 0.0)",14.5561598,121.0342554,0.0
12080,"EDSA Muñoz SB, Philippines","8001 Epifanio de los Santos Ave, Project 7, Quezon City, 1105 Metro Manila, Philippines","(14.6571184, 121.0210055, 0.0)",14.6571184,121.0210055,0.0
12081,"C5 Greenmeadows NB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
12082,"EDSA SM North NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
12083,"EDSA Timog Intersection WB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
12084,"C5 Libis Flyover SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12085,"North Ave. Mindanao, Philippines","Mindanao Avenue & North Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.654579, 121.0352321, 0.0)",14.654579,121.0352321,0.0
12086,"EDSA Aurora intersection NB, Philippines","EDSA Aurora Blvd Tunnel, 655 Epifanio de los Santos Ave, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.6215316, 121.0501176, 0.0)",14.6215316,121.0501176,0.0
12089,"C5 Eagle St. NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12091,"EDSA Boni SB, Philippines","Edsa corner, Boni Ave, Mandaluyong City, Mandaluyong, 1550 Metro Manila, Philippines","(14.5724682, 121.0470239, 0.0)",14.5724682,121.0470239,0.0
12092,"EDSA Highway 54 SB, Philippines","54 Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5389959, 121.0114418, 0.0)",14.5389959,121.0114418,0.0
12094,"Katipunan Miriam NB, Philippines",,,,,
12095,"Quezon Ave. Welcome WB, Philippines","Quezon Memorial Circle, Elliptical Rd, Diliman, Quezon City, Metro Manila, Philippines","(14.6516074, 121.0493183, 0.0)",14.6516074,121.0493183,0.0
12096,"C5 Calle Industria NB, Philippines","C-5 & Calle Industria, Bagumbayan, Quezon City, Metro Manila, Philippines","(14.6054646, 121.0790443, 0.0)",14.6054646,121.0790443,0.0
12097,"C5 before Aurora Katipunan SB, Philippines","Aurora Boulevard, corner Katipunan Avenue, Quezon City, 1100 Metro Manila, Philippines","(14.646836, 121.074719, 0.0)",14.646836,121.074719,0.0
12098,"B. Serrano 7th Ave. EB, Philippines",,,,,
12099,"Roxas Blvd. before UN Ave. NB, Philippines","United Nations, Taft Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.58255, 120.984621, 0.0)",14.58255,120.984621,0.0
12100,"EDSA Oliveros SB, Philippines","1150, EDSA, corner Oliveros Drive, Balintawak, Balintawak, Quezon City, 1106 Metro Manila, Philippines","(14.657831, 121.00585, 0.0)",14.657831,121.00585,0.0
12101,"EDSA Magallanes SB, Philippines","Magallanes Station, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5420229, 121.0194852, 0.0)",14.5420229,121.0194852,0.0
12102,"EDSA Shaw tunnel NB, Philippines","Mayaman, Diliman, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6464689, 121.0521788, 0.0)",14.6464689,121.0521788,0.0
12104,"Commonwealth Home Depot WB, Philippines","Commonwealth Ave, Matandang Balara, Quezon City, Metro Manila, Philippines","(14.6673371, 121.0750359, 0.0)",14.6673371,121.0750359,0.0
12105,"EDSA MRT North SB, Philippines","North Avenue, Bagong Pag-asa, Quezon City, Metro Manila, Philippines","(14.65217, 121.032333, 0.0)",14.65217,121.032333,0.0
12107,"Quezon Ave, NIA EB, Philippines","NIA Rd, Diliman, Quezon City, 1100 Metro Manila, Philippines","(14.6404936, 121.0433644, 0.0)",14.6404936,121.0433644,0.0
12108,"EDSA V.V Soliven SB, Philippines","San Juan, Metro Manila, Philippines","(14.6052647, 121.0573573, 0.0)",14.6052647,121.0573573,0.0
12109,"EDSA Santolan SB, Philippines","Ground Floor, Vertis North Mall, EDSA cor, North Ave, Bagong Pag-asa, Quezon City, 1104 Metro Manila, Philippines","(14.6564091, 121.0337515, 0.0)",14.6564091,121.0337515,0.0
12110,"EDSA Crame SB, Philippines","Bagong Lipunan Ng Crame, Cubao, Quezon City, Metro Manila, Philippines","(14.6078572, 121.053216, 0.0)",14.6078572,121.053216,0.0
12111,"EDSA Main AVE, SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
12112,"Sales East Service road EB, Philippines","East Service Road, Cupang, Muntinlupa, 1770 Metro Manila, Philippines","(14.444309, 121.046636, 0.0)",14.444309,121.046636,0.0
12113,"Sales East Service road EB, Philippines","East Service Road, Cupang, Muntinlupa, 1770 Metro Manila, Philippines","(14.444309, 121.046636, 0.0)",14.444309,121.046636,0.0
12115,"Commo, Tandang Sora, Philippines","Commonwealth Ave, Quezon City, Metro Manila, Philippines","(14.7064314, 121.0672109, 0.0)",14.7064314,121.0672109,0.0
12116,"EDSA Main Av, SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
12118,"EDSA Bernardo park, Philippines","Bernardo Park, Epifanio de los Santos Ave, Quezon City, Metro Manila, Philippines","(14.6287526, 121.0462309, 0.0)",14.6287526,121.0462309,0.0
12119,"Elliptical North Ave, WB, Philippines","26th Floor, One Global Place, 25th St, Taguig, 1634 Kalakhang Maynila, Philippines","(14.5483194, 121.0470468, 0.0)",14.5483194,121.0470468,0.0
12120,"Quezon Ave, Hi-top EB, Philippines","1650-52 Quezon Avenue Cor. Sgt. Esguerra St, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.642288, 121.035261, 0.0)",14.642288,121.035261,0.0
12121,"EDSA Arayat SB, Philippines","#40 Raylor Bldg Edsa cor, P. A. Bernardo, Cubao, Quezon City, Metro Manila, Philippines","(14.6193761, 121.0506049, 0.0)",14.6193761,121.0506049,0.0
12122,"EDSA Connecticut SB, Philippines","Ground Floor, The Medical City, Waltermart North Edsa, Epifanio Delos Santos Avenue, Veterans Village, Muñoz, Project 7, Quezon City, 1105 Metro Manila, Philippines","(14.6562036, 121.0214654, 0.0)",14.6562036,121.0214654,0.0
12123,"EDSA Ermin Garcia SB, Philippines","159 Ermin Garcia St, Cubao, Quezon City, 1101 Metro Manila, Philippines","(14.6273742, 121.0474055, 0.0)",14.6273742,121.0474055,0.0
12125,"EDSA Aurora tunnel SB, Philippines","EDSA Aurora Blvd Tunnel, 655 Epifanio de los Santos Ave, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.6215316, 121.0501176, 0.0)",14.6215316,121.0501176,0.0
12126,"Quezon Ave, West 4th WB, Philippines","West 4th, Quezon Ave, Quezon City, 1800 Metro Manila, Philippines","(14.6398716, 121.0299016, 0.0)",14.6398716,121.0299016,0.0
12127,"EDSA Boni NB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
12129,"EDSA Boni SB, Philippines","Edsa corner, Boni Ave, Mandaluyong City, Mandaluyong, 1550 Metro Manila, Philippines","(14.5724682, 121.0470239, 0.0)",14.5724682,121.0470239,0.0
12131,"EDSA Pasay rd. SB, Philippines","Taft Ave, Pasay, 1300 Metro Manila, Philippines","(14.5385754, 121.0006372, 0.0)",14.5385754,121.0006372,0.0
12133,"Quezon ave. Banawe EB, Philippines","PH, 426 Banawe St, Santa Mesa Heights, Quezon City, 1114 Metro Manila, Philippines","(14.6238487, 121.0075423, 0.0)",14.6238487,121.0075423,0.0
12134,"CP Garcia Velasques EB, Philippines","Diliman, Quezon City, Metro Manila, Philippines","(14.6576909, 121.0710693, 0.0)",14.6576909,121.0710693,0.0
12135,"EDSA Balintawak NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12136,"Quezon ave. Delta EB, Philippines","West Avenue, Nayong Kaunlaran , 1104 Quezon City , Metro Manila, Quezon City, Metro Manila, Philippines","(14.6377462, 121.0265152, 0.0)",14.6377462,121.0265152,0.0
12137,"Ortigas Emerald EB, Philippines","22 Emerald Ave, San Antonio, Pasig, Metro Manila, Philippines","(14.5855824, 121.0614136, 0.0)",14.5855824,121.0614136,0.0
12138,"EDSA Shaw Blvd. tunnel NB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
12139,"Commonwealth Ever EB, Philippines","Upper Ground Flr., Ever Gotesco, Commonwealth Ave, Quezon City, 1121 Metro Manila, Philippines","(14.6782275, 121.0848296, 0.0)",14.6782275,121.0848296,0.0
12142,"EDSA Muñoz NB, Philippines","Interior Zone, Ground Floor 137-138 SM City North Edsa, North Avenue corner, Epifanio de los Santos Ave, Bagong Pag-asa, Quezon City, 1100 Metro Manila, Philippines","(14.657712, 121.030894, 0.0)",14.657712,121.030894,0.0
12143,"EDSA SM North NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
12145,"EDSA Bagong Barrio SB, Philippines","2 Gen Evangelista, Bagong Barrio West, Caloocan, 1401 Kalakhang Maynila, Philippines","(14.6575717, 120.9946966, 0.0)",14.6575717,120.9946966,0.0
12146,"EDSA Highway 54 Mall SB, Philippines","EDSA, corner Doña Julia Vargas Ave, Ortigas Center, Mandaluyong, 1555 Metro Manila, Philippines","(14.5846851, 121.0573023, 0.0)",14.5846851,121.0573023,0.0
12148,"Commonwealth Tandang Sora EB, Philippines","Kalayaan St, Tandang Sora, Quezon City, 1107 Metro Manila, Philippines","(14.689559, 121.0508122, 0.0)",14.689559,121.0508122,0.0
12149,"Commonwealth Luzon EB, Philippines","Matandang Balara, Quezon City, 1121 Metro Manila, Philippines","(14.6664972, 121.0710401, 0.0)",14.6664972,121.0710401,0.0
12150,"EDSA Monte De Piedad SB, Philippines","Monte De Piedad, Southbound, Epifanio de los Santos Ave, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.623738, 121.048881, 0.0)",14.623738,121.048881,0.0
12152,"Commonwealth Don Antonio WB, Philippines","Novaliches, Quezon City, Metro Manila, Philippines","(14.681537, 121.079228, 0.0)",14.681537,121.079228,0.0
12153,"Marcos Highway Gil Fernando WB, Philippines","MR Complex, Marcos Highway Corner Mayor Gil Fernando Avenue, Marikina, 1801 Metro Manila, Philippines","(14.621079, 121.102269, 0.0)",14.621079,121.102269,0.0
12154,"Marcos Highway Gil Fernando WB, Philippines","MR Complex, Marcos Highway Corner Mayor Gil Fernando Avenue, Marikina, 1801 Metro Manila, Philippines","(14.621079, 121.102269, 0.0)",14.621079,121.102269,0.0
12155,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12158,"C5 Eastwood NB, Philippines","Eulogio Rodriguez Jr. Ave, Bagumbayan, Quezon City, 1800 Metro Manila, Philippines","(14.6096463, 121.0796001, 0.0)",14.6096463,121.0796001,0.0
12159,"Ortigas Meralco NB, Philippines","JMT Building, ADB Avenue, Ortigas Business Complex, San Antonio, Pasig City, 1605 Metro Manila, Philippines","(14.585364, 121.060152, 0.0)",14.585364,121.060152,0.0
12160,"EDSA Ayala Int. NB, Philippines","Ayala Center, Makati, 1226 Metro Manila, Philippines","(14.5512398, 121.0253682, 0.0)",14.5512398,121.0253682,0.0
12161,"EDSA Monte SB, Philippines","8001-A. North, Epifanio de los Santos Ave, Project 7, Quezon City, 1105 Metro Manila, Philippines","(14.657141, 121.020709, 0.0)",14.657141,121.020709,0.0
12163,"EDSA Shaw https://t.co/dCrjASsFOK, Philippines","Epifanio de los Santos Ave, Metro Manila, Philippines","(14.5766435, 121.0501616, 0.0)",14.5766435,121.0501616,0.0
12164,"Quezon Ave. Sto. Domingo WB, Philippines","537 Quezon Ave, Santa Mesa Heights, Quezon City, Metro Manila, Philippines","(14.6264114, 121.0103836, 0.0)",14.6264114,121.0103836,0.0
12166,"Commonwealth Elliptical, Philippines","Elliptical Rd, Quezon City, Metro Manila, Philippines","(14.6995906, 121.0825585, 0.0)",14.6995906,121.0825585,0.0
12167,"C5 J. Vargas SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12168,"EDSA Arayat SB, Philippines","#40 Raylor Bldg Edsa cor, P. A. Bernardo, Cubao, Quezon City, Metro Manila, Philippines","(14.6193761, 121.0506049, 0.0)",14.6193761,121.0506049,0.0
12172,"EDSA Whiteplains NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12173,"EDSA Whiteplains NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12175,"Ortigas Connecticut WB, Philippines",,,,,
12176,"Commonwealth Tandang Sora EB, Philippines","Kalayaan St, Tandang Sora, Quezon City, 1107 Metro Manila, Philippines","(14.689559, 121.0508122, 0.0)",14.689559,121.0508122,0.0
12177,"Commonwealth Tandang Sora EB, Philippines","Kalayaan St, Tandang Sora, Quezon City, 1107 Metro Manila, Philippines","(14.689559, 121.0508122, 0.0)",14.689559,121.0508122,0.0
12178,"EDSA Santolan flyover SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
12179,"Commonwealth Tandang Sora EB, Philippines","Kalayaan St, Tandang Sora, Quezon City, 1107 Metro Manila, Philippines","(14.689559, 121.0508122, 0.0)",14.689559,121.0508122,0.0
12181,"Ortigas ADB EB, Philippines","25 ADB Ave, Ortigas Center, Pasig, 1600 Metro Manila, Philippines","(14.5858469, 121.0601578, 0.0)",14.5858469,121.0601578,0.0
12183,"EDSA Guadalupe NB, Philippines","2195 Epifanio de los Santos Ave, Makati, 1554 Metro Manila, Philippines","(14.5644828, 121.0451481, 0.0)",14.5644828,121.0451481,0.0
12184,"EDSA Ayala NB, Philippines","Ayala, Station Dr, Makati, Metro Manila, Philippines","(14.5491906, 121.0279696, 0.0)",14.5491906,121.0279696,0.0
12185,"C5 Ateneo Katipunan NB, Philippines","Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines","(14.6398614, 121.0784939, 0.0)",14.6398614,121.0784939,0.0
12187,"EDSA Ortigas service road NB, Philippines","Epifanio de los Santos Ave, Ortigas Center, Pasig, Metro Manila, Philippines","(14.5869837, 121.0565016, 0.0)",14.5869837,121.0565016,0.0
12188,"EDSA Whiteplains NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12189,"C5 Eastwood NB, Philippines","Eulogio Rodriguez Jr. Ave, Bagumbayan, Quezon City, 1800 Metro Manila, Philippines","(14.6096463, 121.0796001, 0.0)",14.6096463,121.0796001,0.0
12190,"EDSA Pasay road NB, Philippines","F.B. Harrison St, Pasay, 1302 Metro Manila, Philippines","(14.543747, 120.99492, 0.0)",14.543747,120.99492,0.0
12192,"Marcos Hi-way Robinsons WB, Philippines","Marikina-Infanta Hwy, Pasig, 1800 Metro Manila, Philippines","(14.6196165, 121.0999832, 0.0)",14.6196165,121.0999832,0.0
12199,"EDSA Ayala NB, Philippines","Ayala, Station Dr, Makati, Metro Manila, Philippines","(14.5491906, 121.0279696, 0.0)",14.5491906,121.0279696,0.0
12200,"EDSA Ortigas after F/O SB, Philippines","Local 336-338 Edsa corner, Epifanio de los Santos Avenue, Shaw Boulevard, Ortigas Center, Mandaluyong, 1552 Metro Manila, Philippines","(14.5817664, 121.0548896, 0.0)",14.5817664,121.0548896,0.0
12201,"EDSA Quezon Ave. Intersection, Philippines","Quezon Avenue, 1103 Epifanio de los Santos Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6427595, 121.0385078, 0.0)",14.6427595,121.0385078,0.0
12202,"Quirino Highway Baesa NB, Philippines","Level 3, Main Mall, Robinsons Novaliches, Quirino Highway, Brgy, Novaliches, Quezon City, 1118 Metro Manila, Philippines","(14.7359481, 121.056207, 0.0)",14.7359481,121.056207,0.0
12203,"EDSA Pioneer NB, Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
12204,"EDSA P. Tuazon SB, Philippines","EDSA, cor P. Tuazon Blvd, Cubao, Quezon City, Metro Manila, Philippines","(14.6165645, 121.0519775, 0.0)",14.6165645,121.0519775,0.0
12205,"EDSA Ermin Garcia SB, Philippines","159 Ermin Garcia St, Cubao, Quezon City, 1101 Metro Manila, Philippines","(14.6273742, 121.0474055, 0.0)",14.6273742,121.0474055,0.0
12206,"EDSA SM North NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
12208,"EDSA Whiteplains NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12210,"Ortigas Meralco EB, Philippines","Ortigas Center, Pasig, Metro Manila, Philippines","(14.5897939, 121.0637992, 0.0)",14.5897939,121.0637992,0.0
12214,"Quezon Ave. Hi-top EB, Philippines","1650-52 Quezon Avenue Cor. Sgt. Esguerra St, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.642288, 121.035261, 0.0)",14.642288,121.035261,0.0
12215,"Ortigas Club Filipino Ave. WB, Philippines","26th Floor, One Global Place, 25th St, Taguig, 1634 Kalakhang Maynila, Philippines","(14.5483194, 121.0470468, 0.0)",14.5483194,121.0470468,0.0
12219,"Recto JAS NB, Philippines","Recto Ave, Manila, Metro Manila, Philippines","(14.6046786, 120.9783164, 0.0)",14.6046786,120.9783164,0.0
12220,"EDSA Shaw Blvd. Service road SB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
12222,"C5 Kalayaan NB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
12224,"EDSA Balintawak SB, Philippines","1238 Epifanio de los Santos Ave, Balintawak, Quezon City, 1106 Metro Manila, Philippines","(14.65799, 121.013701, 0.0)",14.65799,121.013701,0.0
12225,"C5 Ortigas flyover NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12226,"EDSA Guadix NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12227,"EDSA Taft Ave. NB, Philippines","Taft Avenue, Epifanio de los Santos Ave, Pasay, 1300 Metro Manila, Philippines","(14.537669, 121.0021747, 0.0)",14.537669,121.0021747,0.0
